NDF-RT Code	NDF-RT Name
N0000009322	Increased Esophageal Muscle Tone
N0000009323	Increased Exocytosis
N0000010229	Increased Extracellular Communication
N0000184160	Increased Fibrin Concentration
N0000184155	Increased Fibrin Polymerization Activity
N0000184159	Increased Fibrinogen Concentration
N0000175633	Increased Fibrinolysis
N0000010249	Increased Fibroblast Migration
N0000009324	Increased Follicle Stimulating Hormone Secretion
N0000009325	Increased GABA Activity
N0000009333	Increased Gallbladder Tone
N0000009334	Increased Gastric Motility
N0000009335	Increased Gastric Muscle Tone
N0000009336	Increased Gastrin Activity
N0000009327	Increased GHRH Activity
N0000009328	Increased GHRH Secretion
N0000009329	Increased GI Motility
N0000009330	Increased GI Smooth Muscle Tone
N0000009337	Increased Glomerular Filtration Pressure
N0000009338	Increased Glucagon Secretion
N0000009938	Increased Glucocorticoid Clearance
N0000009339	Increased Glucocorticoid Secretion
N0000009340	Increased Gluconeogenesis
N0000009341	Increased Glucose Transport into Cells
N0000009342	Increased Glutamate Activity
N0000175960	Increased Glutathione Concentration
N0000009343	Increased Glycine Activity
N0000009344	Increased Glycogenesis
N0000009345	Increased Glycogenolysis
N0000009346	Increased Glycolysis
N0000009331	Increased GnRH Activity
N0000009332	Increased GnRH Secretion
N0000009347	Increased Granulocytic Cell Destruction
N0000009348	Increased Granulocytic Cell Production
N0000010233	Increased Growth Factor Activity
N0000009326	Increased Growth Hormone Secretion
N0000178321	Increased Hair Growth
N0000186107	Increased Hemagglutinin Inhibition Antibody Production
N0000009349	Increased Hematological Cell Destruction
N0000009350	Increased Hematopoiesis
N0000178324	Increased Hematopoietic Stem Cell Mobilization
N0000009351	Increased Histamine Activity
N0000009352	Increased Histamine Degradation
N0000009353	Increased Histamine Production
N0000175629	Increased Histamine Release
N0000185001	Increased IgG Production
N0000175551	Increased Immunologic Activity
N0000009354	Increased Immunologically Active Biogenic Amine Activity
N0000009355	Increased Immunologically Active Biogenic Amine Degradation
N0000009356	Increased Immunologically Active Biogenic Amine Production
N0000009357	Increased Immunologically Active Molecule Activity
N0000009358	Increased Immunologically Active Molecule Degradation
N0000009359	Increased Immunologically Active Molecule Production
N0000009360	Increased Insulin Secretion
N0000008668	Increased Intracellular Communication
N0000009361	Increased Intravascular Volume
N0000009362	Increased Iodine Organification
N0000009363	Increased Iodine Uptake
N0000009364	Increased Kallidin Activity
N0000009365	Increased Kallidin Degradation
N0000009366	Increased Kallidin Production
N0000009367	Increased Kinin Activity
N0000009368	Increased Kinin Degradation
N0000009369	Increased Kinin Production
N0000009371	Increased Large Intestinal Motility
N0000009372	Increased Large Intestinal Muscle Tone
N0000009370	Increased LES Tone
N0000009373	Increased Leukotriene Activity
N0000009374	Increased Leukotriene Degradation
N0000009375	Increased Leukotriene Production
N0000009376	Increased Lipid Derived Immunologically Active Molecule Activity
N0000009377	Increased Lipid Derived Immunologically Active Molecule Degradation
N0000009378	Increased Lipid Derived Immunologically Active Molecule Production
N0000009379	Increased Lipogenesis
N0000009380	Increased Lipolysis
N0000009381	Increased Loop of Henle Ca++ Excretion
N0000009382	Increased Loop of Henle Cl- Excretion
N0000009383	Increased Loop of Henle H+ Excretion
N0000009384	Increased Loop of Henle HCO3- Excretion
N0000009385	Increased Loop of Henle K+ Excretion
N0000009386	Increased Loop of Henle Mg++ Excretion
N0000009387	Increased Loop of Henle Na+ Excretion
N0000009388	Increased Loop of Henle PO4-- Excretion
N0000009389	Increased Loop of Henle SO4-- Excretion
N0000009931	Increased Luteinizing Hormone Secretion
N0000178328	Increased Lymphocyte Activation
N0000009390	Increased Lymphocyte Cell Destruction
N0000009391	Increased Lymphocyte Cell Production
N0000009392	Increased Lysosomal Function
N0000183884	Increased Macrophage Proliferation
N0000009393	Increased Medullary Respiratory Drive
N0000009394	Increased Megakaryocte Cell Destruction
N0000009395	Increased Megakaryocte Cell Production
N0000175969	Increased Megakaryocyte Maturation
N0000009396	Increased Meiosis
N0000009397	Increased Melatonin Activity
N0000009398	Increased Melatonin Secretion
N0000009399	Increased Metabolic Rate
N0000009400	Increased Midbrain Acetylcholine Activity
N0000009401	Increased Midbrain Aspartate Activity
N0000009402	Increased Midbrain Brain Derived Neurotropic Activity
N0000009403	Increased Midbrain CCK Activity
N0000009404	Increased Midbrain Disorganized Electrical Activity
N0000009405	Increased Midbrain Dopamine Activity
N0000009406	Increased Midbrain Dynorphin Activity
N0000009407	Increased Midbrain Endorphin Activity
N0000009408	Increased Midbrain Enkephalin Activity
N0000009409	Increased Midbrain Epinephrine Activity
N0000009410	Increased Midbrain GABA Activity
N0000009411	Increased Midbrain Gastrin Activity
N0000009412	Increased Midbrain Glutamate Activity
N0000009413	Increased Midbrain Glycine Activity
N0000009414	Increased Midbrain Histamine Activity
N0000009415	Increased Midbrain Nerve Growth Factor Activity
N0000009416	Increased Midbrain Neurotensin Activity
N0000009417	Increased Midbrain Nitric Oxide Activity
N0000009418	Increased Midbrain Norepinephrine Activity
N0000009419	Increased Midbrain Organized Electrical Activity
N0000009420	Increased Midbrain Serotonin Activity
N0000009421	Increased Midbrain Substance P Activity
N0000009422	Increased Midbrain VIP Activity
N0000009423	Increased Mineralocorticoid Secretion
N0000009424	Increased Mitosis
N0000183883	Increased Monocyte Activation
N0000009425	Increased Monocytic Cell Destruction
N0000009426	Increased Monocytic Cell Production
N0000009427	Increased Muscular System Acetylcholine Activity
N0000009428	Increased Muscular System Aspartate Activity
N0000009429	Increased Muscular System Brain Derived Neurotropic Activity
N0000009430	Increased Muscular System CCK Activity
N0000009431	Increased Muscular System Disorganized Electrical Activity
N0000009432	Increased Muscular System Dopamine Activity
N0000009433	Increased Muscular System Dynorphin Activity
N0000009434	Increased Muscular System Endorphin Activity
N0000009435	Increased Muscular System Enkephalin Activity
N0000009436	Increased Muscular System Epinephrine Activity
N0000009437	Increased Muscular System GABA Activity
N0000009438	Increased Muscular System Gastrin Activity
N0000009439	Increased Muscular System Glutamate Activity
N0000009440	Increased Muscular System Glycine Activity
N0000009441	Increased Muscular System Histamine Activity
N0000009442	Increased Muscular System Nerve Growth Factor Activity
N0000009443	Increased Muscular System Neurotensin Activity
N0000009444	Increased Muscular System Nitric Oxide Activity
N0000009445	Increased Muscular System Norepinephrine Activity
N0000009446	Increased Muscular System Organized Electrical Activity
N0000009447	Increased Muscular System Serotonin Activity
N0000009448	Increased Muscular System Substance P Activity
N0000009449	Increased Muscular System VIP Activity
N0000009450	Increased Myeloid Cell Destruction
N0000009451	Increased Myeloid Cell Production
N0000009967	Increased Nasal and Sinus Mucosal Edema
N0000009588	Increased Nasal and Sinus Secretions
N0000009453	Increased Nerve Growth Factor Activity
N0000009454	Increased Neurotensin Activity
N0000009455	Increased Nitric Oxide Activity
N0000009456	Increased Norepinephrine Activity
N0000009457	Increased Oncotic Pressure
N0000009458	Increased Organic Ion Degradation
N0000009459	Increased Organic Ion Synthesis
N0000009460	Increased Organized Electrical Activity
N0000009461	Increased Ovarian Estrogen Secretion
N0000009462	Increased Ovarian Progesterone Secretion
N0000009463	Increased Oxygen Carrying Capacity
N0000009464	Increased Oxytocin Secretion
N0000009470	Increased Pancreatic Somatostatin Secretion
N0000009471	Increased Parasympathetic Acetylcholine Activity
N0000175649	Increased Parasympathetic Activity
N0000009472	Increased Parasympathetic Aspartate Activity
N0000009473	Increased Parasympathetic Brain Derived Neurotropic Activity
N0000009474	Increased Parasympathetic CCK Activity
N0000009475	Increased Parasympathetic Disorganized Electrical Activity
N0000009476	Increased Parasympathetic Dopamine Activity
N0000009477	Increased Parasympathetic Dynorphin Activity
N0000009478	Increased Parasympathetic Endorphin Activity
N0000009479	Increased Parasympathetic Enkephalin Activity
N0000009480	Increased Parasympathetic Epinephrine Activity
N0000009481	Increased Parasympathetic GABA Activity
N0000009482	Increased Parasympathetic Gastrin Activity
N0000009483	Increased Parasympathetic Glutamate Activity
N0000009484	Increased Parasympathetic Glycine Activity
N0000009485	Increased Parasympathetic Histamine Activity
N0000009486	Increased Parasympathetic Nerve Growth Factor Activity
N0000009487	Increased Parasympathetic Neurotensin Activity
N0000009488	Increased Parasympathetic Nitric Oxide Activity
N0000009489	Increased Parasympathetic Norepinephrine Activity
N0000009490	Increased Parasympathetic Organized Electrical Activity
N0000009491	Increased Parasympathetic Serotonin Activity
N0000009492	Increased Parasympathetic Substance P Activity
N0000009493	Increased Parasympathetic VIP Activity
N0000009494	Increased Peripheral Nervous System Acetylcholine Activity
N0000009495	Increased Peripheral Nervous System Aspartate Activity
N0000009496	Increased Peripheral Nervous System Brain Derived Neurotropic Activity
N0000009497	Increased Peripheral Nervous System CCK Activity
N0000009498	Increased Peripheral Nervous System Disorganized Electrical Activity
N0000009499	Increased Peripheral Nervous System Dopamine Activity
N0000009500	Increased Peripheral Nervous System Dynorphin Activity
N0000009501	Increased Peripheral Nervous System Endorphin Activity
N0000009502	Increased Peripheral Nervous System Enkephalin Activity
N0000009503	Increased Peripheral Nervous System Epinephrine Activity
N0000009504	Increased Peripheral Nervous System GABA Activity
N0000009505	Increased Peripheral Nervous System Gastrin Activity
N0000009506	Increased Peripheral Nervous System Glutamate Activity
N0000009507	Increased Peripheral Nervous System Glycine Activity
N0000009508	Increased Peripheral Nervous System Histamine Activity
N0000009509	Increased Peripheral Nervous System Nerve Growth Factor Activity
N0000009510	Increased Peripheral Nervous System Neurotensin Activity
N0000009511	Increased Peripheral Nervous System Nitric Oxide Activity
N0000009512	Increased Peripheral Nervous System Norepinephrine Activity
N0000009513	Increased Peripheral Nervous System Organized Electrical Activity
N0000009514	Increased Peripheral Nervous System Serotonin Activity
N0000009515	Increased Peripheral Nervous System Substance P Activity
N0000009516	Increased Peripheral Nervous System VIP Activity
N0000009517	Increased Peripheral Respiratory Drive
N0000009518	Increased Phagocytosis
N0000009968	Increased Pharyngeal Mucosal Edema
N0000009452	Increased Pharyngeal Secretions
N0000009465	Increased PIF Activity
N0000009466	Increased PIF Secretion
N0000009519	Increased Pinocytosis
N0000009520	Increased Placental Human Chorionic Gonadotropin Secretion
N0000009521	Increased Platelet Activating Factor Activity
N0000009522	Increased Platelet Activating Factor Degradation
N0000009523	Increased Platelet Activating Factor Production
N0000009524	Increased Platelet Aggregation
N0000175970	Increased Platelet Production
N0000010247	Increased Polymorphonuclear Leukocyte Migration
N0000009467	Increased PRF Activity
N0000009468	Increased PRF Secretion
N0000009525	Increased Prolactin Secretion
N0000009526	Increased Prostaglandin Activity
N0000009527	Increased Prostaglandin Degradation
N0000009528	Increased Prostaglandin Production
N0000009529	Increased Prostatic Secretion
N0000009530	Increased Prostatic Size
N0000009531	Increased Protein Breakdown
N0000009532	Increased Protein Modification
N0000009533	Increased Protein Synthesis
N0000175965	Increased Prothrombin Activity
N0000184161	Increased Prothrombin Concentration
N0000009534	Increased Proximal Tubule Ca++ Excretion
N0000009535	Increased Proximal Tubule Cl- Excretion
N0000009536	Increased Proximal Tubule H+ Excretion
N0000009537	Increased Proximal Tubule HCO3- Excretion
N0000009538	Increased Proximal Tubule K+ Excretion
N0000009539	Increased Proximal Tubule Mg++ Excretion
N0000009540	Increased Proximal Tubule Na+ Excretion
N0000009541	Increased Proximal Tubule PO4-- Excretion
N0000009542	Increased Proximal Tubule SO4-- Excretion
N0000009469	Increased PTH Secretion
N0000009543	Increased Pyloric Sphincter Tone
N0000009546	Increased Renal Ca++ Excretion
N0000009547	Increased Renal Cl- Excretion
N0000009548	Increased Renal H+ Excretion
N0000009549	Increased Renal HCO3- Excretion
N0000009550	Increased Renal Ion Excretion
N0000009551	Increased Renal K+ Excretion
N0000009552	Increased Renal Mg++ Excretion
N0000009553	Increased Renal Na+ Excretion
N0000009554	Increased Renal Organic Anion Excretion
N0000009555	Increased Renal Organic Cation Excretion
N0000009556	Increased Renal Organic Ion Excretion
N0000009557	Increased Renal PO4-- Excretion
N0000009558	Increased Renal SO4-- Excretion
N0000010240	Increased Renal Urea Excretion
N0000009966	Increased Respiratory Mucosal Edema
N0000009559	Increased Respiratory Secretion Viscosity
N0000009560	Increased Respiratory Secretions
N0000009561	Increased Reverse Transcription to DNA
N0000009544	Increased RNA Integrity
N0000009545	Increased RNA Replication
N0000009981	Increased Sebaceous Gland Activity
N0000009980	Increased Sebaceous Gland Quantity
N0000009562	Increased Sensory-Somatic Nervous System
N0000009563	Increased Sensory-Somatic Nervous System Acetylcholine Activity
N0000009564	Increased Sensory-Somatic Nervous System Aspartate Activity
N0000009565	Increased Sensory-Somatic Nervous System Brain Derived Neurotropic Activity
N0000009566	Increased Sensory-Somatic Nervous System CCK Activity
N0000009567	Increased Sensory-Somatic Nervous System Disorganized Electrical Activity
N0000009568	Increased Sensory-Somatic Nervous System Dopamine Activity
N0000009569	Increased Sensory-Somatic Nervous System Dynorphin Activity
N0000009570	Increased Sensory-Somatic Nervous System Endorphin Activity
N0000009571	Increased Sensory-Somatic Nervous System Enkephalin Activity
N0000009572	Increased Sensory-Somatic Nervous System Epinephrine Activity
N0000009573	Increased Sensory-Somatic Nervous System GABA Activity
N0000009574	Increased Sensory-Somatic Nervous System Gastrin Activity
N0000009575	Increased Sensory-Somatic Nervous System Glutamate Activity
N0000009576	Increased Sensory-Somatic Nervous System Glycine Activity
N0000009577	Increased Sensory-Somatic Nervous System Histamine Activity
N0000009578	Increased Sensory-Somatic Nervous System Nerve Growth Factor Activity
N0000009579	Increased Sensory-Somatic Nervous System Nitric Oxide Activity
N0000009580	Increased Sensory-Somatic Nervous System Norepinephrine Activity
N0000009581	Increased Sensory-Somatic Nervous System Organized Electrical Activity
N0000009582	Increased Sensory-Somatic Nervous System Serotonin Activity
N0000009583	Increased Sensory-Somatic Nervous System Substance P Activity
N0000009584	Increased Sensory-Somatic Nervous System VIP Activity
N0000009585	Increased Serotonin Activity
N0000009586	Increased Serotonin Degradation
N0000009587	Increased Serotonin Production
N0000009974	Increased Skin Keratinization
N0000009589	Increased Small Intestinal Motility
N0000009590	Increased Small Intestinal Muscle Tone
N0000009591	Increased Smooth Muscle Acetylcholine Activity
N0000009592	Increased Smooth Muscle Aspartate Activity
N0000009593	Increased Smooth Muscle Brain Derived Neurotropic Activity
N0000009594	Increased Smooth Muscle CCK Activity
N0000009595	Increased Smooth Muscle Disorganized Electrical Activity
N0000009596	Increased Smooth Muscle Dopamine Activity
N0000009597	Increased Smooth Muscle Dynorphin Activity
N0000009598	Increased Smooth Muscle Endorphin Activity
N0000009599	Increased Smooth Muscle Enkephalin Activity
N0000009600	Increased Smooth Muscle Epinephrine Activity
N0000009601	Increased Smooth Muscle GABA Activity
N0000009602	Increased Smooth Muscle Gastrin Activity
N0000009603	Increased Smooth Muscle Glutamate Activity
N0000009604	Increased Smooth Muscle Glycine Activity
N0000009605	Increased Smooth Muscle Histamine Activity
N0000009606	Increased Smooth Muscle Nerve Growth Factor Activity
N0000009607	Increased Smooth Muscle Neurotensin Activity
N0000009608	Increased Smooth Muscle Nitric Oxide Activity
N0000009609	Increased Smooth Muscle Norepinephrine Activity
N0000009610	Increased Smooth Muscle Organized Electrical Activity
N0000009611	Increased Smooth Muscle Serotonin Activity
N0000009612	Increased Smooth Muscle Substance P Activity
N0000009613	Increased Smooth Muscle VIP Activity
N0000009614	Increased Somatostatin (SRIF) Activity
N0000009615	Increased Somatostatin (SRIF) Secretion
N0000009990	Increased Sperm Death
N0000009616	Increased Sperm Motility
N0000009617	Increased Sphincter of Odi Tone
N0000009618	Increased Spinal Cord Acetylcholine Activity
N0000009619	Increased Spinal Cord Aspartate Activity
N0000009620	Increased Spinal Cord Brain Derived Neurotropic Activity
N0000009621	Increased Spinal Cord CCK Activity
N0000009622	Increased Spinal Cord Disorganized Electrical Activity
N0000009623	Increased Spinal Cord Dopamine Activity
N0000009624	Increased Spinal Cord Dynorphin Activity
N0000009625	Increased Spinal Cord Endorphin Activity
N0000009626	Increased Spinal Cord Enkephalin Activity
N0000009627	Increased Spinal Cord Epinephrine Activity
N0000009628	Increased Spinal Cord GABA Activity
N0000009629	Increased Spinal Cord Gastrin Activity
N0000009630	Increased Spinal Cord Glutamate Activity
N0000009631	Increased Spinal Cord Glycine Activity
N0000009632	Increased Spinal Cord Histamine Activity
N0000009633	Increased Spinal Cord Nerve Growth Factor Activity
N0000009634	Increased Spinal Cord Neurotensin Activity
N0000009635	Increased Spinal Cord Nitric Oxide Activity
N0000009636	Increased Spinal Cord Norepinephrine Activity
N0000009637	Increased Spinal Cord Organized Electrical Activity
N0000009638	Increased Spinal Cord Serotonin Activity
N0000009639	Increased Spinal Cord Substance P Activity
N0000009640	Increased Spinal Cord VIP Activity
N0000010225	Increased Sterol Synthesis
N0000009641	Increased Striated Muscle Acetylcholine Activity
N0000009642	Increased Striated Muscle Aspartate Activity
N0000009643	Increased Striated Muscle Brain Derived Neurotropic Activity
N0000009644	Increased Striated Muscle CCK Activity
N0000009645	Increased Striated Muscle Contraction
N0000009646	Increased Striated Muscle Disorganized Electrical Activity
N0000009647	Increased Striated Muscle Dopamine Activity
N0000009648	Increased Striated Muscle Dynorphin Activity
N0000009649	Increased Striated Muscle Endorphin Activity
N0000009650	Increased Striated Muscle Enkephalin Activity
N0000009651	Increased Striated Muscle Epinephrine Activity
N0000009652	Increased Striated Muscle GABA Activity
N0000009653	Increased Striated Muscle Gastrin Activity
N0000009654	Increased Striated Muscle Glutamate Activity
N0000009655	Increased Striated Muscle Glycine Activity
N0000009656	Increased Striated Muscle Histamine Activity
N0000009657	Increased Striated Muscle Nerve Growth Factor Activity
N0000009658	Increased Striated Muscle Neurotensin Activity
N0000009659	Increased Striated Muscle Nitric Oxide Activity
N0000009660	Increased Striated Muscle Norepinephrine Activity
N0000009661	Increased Striated Muscle Organized Electrical Activity
N0000009662	Increased Striated Muscle Serotonin Activity
N0000009663	Increased Striated Muscle Substance P Activity
N0000175736	Increased Striated Muscle Tone
N0000009664	Increased Striated Muscle VIP Activity
N0000009665	Increased Substance P Activity
N0000009666	Increased Sympathetic Acetylcholine Activity
N0000175651	Increased Sympathetic Activity
N0000009667	Increased Sympathetic Aspartate Activity
N0000009668	Increased Sympathetic Brain Derived Neurotropic Activity
N0000009669	Increased Sympathetic CCK Activity
N0000009670	Increased Sympathetic Disorganized Electrical Activity
N0000009671	Increased Sympathetic Dopamine Activity
N0000009672	Increased Sympathetic Dynorphin Activity
N0000009673	Increased Sympathetic Endorphin Activity
N0000009674	Increased Sympathetic Enkephalin Activity
N0000009675	Increased Sympathetic Epinephrine Activity
N0000009676	Increased Sympathetic GABA Activity
N0000009677	Increased Sympathetic Gastrin Activity
N0000009678	Increased Sympathetic Glutamate Activity
N0000009679	Increased Sympathetic Glycine Activity
N0000009680	Increased Sympathetic Histamine Activity
N0000009681	Increased Sympathetic Nerve Growth Factor Activity
N0000009682	Increased Sympathetic Neurotensin Activity
N0000009683	Increased Sympathetic Nitric Oxide Activity
N0000009684	Increased Sympathetic Norepinephrine Activity
N0000009685	Increased Sympathetic Organized Electrical Activity
N0000009686	Increased Sympathetic Serotonin Activity
N0000009687	Increased Sympathetic Substance P Activity
N0000009688	Increased Sympathetic VIP Activity
N0000182157	Increased T Lymphocyte Activation
N0000009689	Increased T Lymphocyte Destruction
N0000009690	Increased T Lymphocyte Production
N0000009694	Increased Testosterone Secretion
N0000009695	Increased Thrombolysis
N0000009696	Increased Thromboxane Activity
N0000009697	Increased Thromboxane Degradation
N0000009698	Increased Thromboxane Production
N0000009699	Increased Thyroid Hormone Iodination
N0000009700	Increased Thyroid Hormone Secretion
N0000009693	Increased Thyroid Stimulating Hormone Secretion
N0000009969	Increased Tracheo-Bronchial Mucosal Edema
N0000009701	Increased Tracheo-Bronchial Secretions
N0000009702	Increased Tracheobronchial Stretch Receptor Activity
N0000009703	Increased Transcription to RNA
N0000009691	Increased TRH Activity
N0000009692	Increased TRH Secretion
N0000009704	Increased UES Tone
N0000009977	Increased Urethra Smooth Muscle Tone
N0000009705	Increased Uterine Smooth Muscle Contraction or Tone
N0000009707	Increased Vaginal Muscle Tone
N0000009708	Increased Vaginal Secretion
N0000010251	Increased Vascular Permeability
N0000010270	Increased Vascular Smooth Muscle Tone
N0000009709	Increased Vasopressin Secretion
N0000009710	Increased Ventilatory Gas Flow
N0000009706	Increased VIP Activity
N0000009933	Increased Vitamin Uptake and Modification
N0000009711	Inhibit Breast Glandular Development
N0000009712	Inhibit Breast Milk Ejection
N0000009713	Inhibit Breast Milk Secretion
N0000009714	Inhibit Embryonic & Fetal Development
N0000009715	Inhibit Ovarian Follicular Phase
N0000009716	Inhibit Ovarian Luteal Phase
N0000009717	Inhibit Ovulation
N0000175830	Inhibit Ovum Fertilization
N0000009718	Inhibit Penile Development
N0000009719	Inhibit Uterine Menstrual Phase
N0000009720	Inhibit Uterine Proliferative Phase
N0000009721	Inhibit Uterine Secretory Phase
N0000009722	Inhibition Carbohydrate Digestion
N0000009723	Inhibition Fat Digestion
N0000009724	Inhibition Gastric Acid Secretion
N0000009725	Inhibition Gastric Mucous Secretion
N0000009726	Inhibition Large Intestine Fluid/Electrolyte Absorption
N0000009727	Inhibition Large Intestine Fluid/Electrolyte Secretion
N0000009728	Inhibition Pancreatic Enzymatic Secretion
N0000009729	Inhibition Pancreatic Fluid/Electrolyte Secretion
N0000009730	Inhibition Small Intestine Fluid/Electrolyte Absorption
N0000009731	Inhibition Small Intestine Fluid/Electrolyte Secretion
N0000175527	Inorganic Ion Absorption Alteration
N0000010231	Intracellular Communication
N0000009942	Intraocular Fluid Pressure Alteration
N0000009732	Intravascular Volume Alteration
N0000009733	Iodine Organification Alteration
N0000009734	Iodine Uptake Alteration
N0000009973	Keratin Alteration
N0000009736	Large Intestine Fluid/Electrolyte Absorption Alteration
N0000009737	Large Intestine Fluid/Electrolyte Alteration
N0000009738	Large Intestine Fluid/Electrolyte Secretion Alteration
N0000010283	Lengthen Conduction System Depolarization Time
N0000010285	Lengthen Conduction System Repolarization Time
N0000009739	Lipid Metabolism Alteration
N0000009740	Lipotropic Activity Alteration
N0000175976	Local Anesthesia
N0000182152	Lymphocyte Activity Modulation
N0000178327	Lymphocyte Function Alteration
N0000009741	Lysosomal Function Alteration
N0000009742	Male Reproductive System Activity Alteration
N0000175627	Mast Cell Function Alteration
N0000009743	Medullary Respiratory Center Activity Alteration
N0000009744	Meiosis Alteration
N0000175852	Melanocyte Destruction
N0000009745	Melatonin Activity Alteration
N0000009746	Melatonin Alteration
N0000009747	Melatonin Secretion Alteration
N0000009748	Metabolic Activity Alteration
N0000009749	Metabolic Rate Alteration
N0000175085	Microtubule Inhibition
N0000009750	Mitosis Alteration
N0000183882	Monocyte Function Alteration
N0000009751	Mucosal Arterial Vasoconstriction
N0000009752	Mucosal Arterial Vasodilation
N0000175399	Mucosal Arteriolar Vasoconstriction
N0000175383	Mucosal Arteriolar Vasodilation
N0000009753	Muscular Arterial Vasoconstriction
N0000009754	Muscular Arterial Vasodilation
N0000175404	Muscular Arteriolar Vasoconstriction
N0000175388	Muscular Arteriolar Vasodilation
N0000009755	Musculoskeletal Activity Alteration
N0000009756	Negative Chronotropy
N0000009757	Negative Inotropy
N0000009758	Nerve Growth Factor Activity Alteration
N0000009759	Nervous System Activity Alteration
N0000175726	Neuromuscular Activity Alteration
N0000175731	Neuromuscular Blockade
N0000175733	Neuromuscular Depolarizing Blockade
N0000175732	Neuromuscular Nondepolarizing Blockade
N0000009760	Neurotensin Activity Alteration
N0000009761	Neurotransmitter & Neuromuscular Transmitter Activity Alteration
N0000009762	Nitric Oxide Activity Alteration
N0000009763	Nodal Depolarization
N0000009764	Nodal Repolarization
N0000009765	Norepinephrine Activity Alteration
N0000009766	Nucleic Acid Replication Alteration
N0000009767	Nucleic Acid Transcription Alteration
N0000009768	Ocular Smooth Muscle Activity Alteration
N0000009769	Oncotic Pressure Alteration
N0000009770	Organ System Specific Effects
N0000009771	Organic Ion Degradation Alteration
N0000009772	Organic Ion Metabolism Alteration
N0000009773	Organic Ion Synthesis Alteration
N0000009774	Organized Electrical Activity Alteration
N0000009775	Oropharyngeal Arterial Vasoconstriction
N0000009776	Oropharyngeal Arterial Vasodilation
N0000175402	Oropharyngeal Arteriolar Vasoconstriction
N0000175386	Oropharyngeal Arteriolar Vasodilation
N0000009777	Ovarian Endocrine Activity Alteration
N0000009778	Ovarian Follicular Phase Alteration
N0000009779	Ovarian Function Alteration
N0000009780	Ovarian Luteal Phase Alteration
N0000009781	Ovulation Alteration
N0000175829	Ovum Fertilization Alteration
N0000009782	Oxygen Carrying Capacity Alteration
N0000009789	Pancreatic Enzymatic Replacement
N0000009790	Pancreatic Enzymatic Secretion Alteration
N0000009791	Pancreatic Fluid/Electrolyte Secretion Alteration
N0000009792	Pancreatic Islet Activity Alteration
N0000009793	Pancreatic Secretion Alteration
N0000175646	Parasympathetic Activity Alteration
N0000009794	Parathyroid Gland Activity Alteration
N0000183365	Passively Acquired Immunity
N0000009795	Penile Alteration
N0000009796	Penile Development Alteration
N0000009797	Penile Erectile Alteration
N0000009798	Penile Venous Vasodilation
N0000175959	Peptide Metabolism Alteration
N0000009799	Peripheral Carotid Chemoreceptor Alteration
N0000175725	Peripheral Nervous System Activity Alteration
N0000009800	Phagocytosis Alteration
N0000009801	Photosensitizing Activity
N0000009802	Physiological Effects
N0000009783	PIF Activity Alteration
N0000009785	PIF Secretion Alteration
N0000009803	Pineal Gland Activity Alteration
N0000009804	Pinocytosis Alteration
N0000009805	Pituitary Gland Activity Alteration
N0000009806	Placental Endocrine Activity Alteration
N0000009807	Platelet Aggregation Alteration
N0000020040	Polysaccharide Metabolism Alteration
N0000009808	Positive Chronotropy
N0000009809	Positive Inotropy
N0000009810	Post Translation Protein Modification Alteration
N0000009786	PRF Activity Alteration
N0000009788	PRF Secretion Alteration
N0000009784	Prolactin Inhibiting Factor Alteration
N0000009787	Prolactin Releasing Factor Alteration
N0000009811	Prostatic Alteration
N0000009812	Prostatic Secretion Alteration
N0000009813	Prostatic Size Alteration
N0000009814	Protein Degradation Alteration
N0000009815	Pulmonary Arterial Vasoconstriction
N0000009816	Pulmonary Arterial Vasodilation
N0000175405	Pulmonary Arteriolar Vasoconstriction
N0000175389	Pulmonary Arteriolar Vasodilation
N0000009817	Pulmonary Venous Vasoconstriction
N0000009818	Pulmonary Venous Vasodilation
N0000009819	Pupillary Constriction
N0000009820	Pupillary Dilation
N0000009823	Renal Afferent Arterial Vasoconstriction
N0000009824	Renal Afferent Arterial Vasodilation
N0000175407	Renal Afferent Arteriolar Vasoconstriction
N0000175391	Renal Afferent Arteriolar Vasodilation
N0000009825	Renal Arterial Vasoconstriction
N0000009826	Renal Arterial Vasodilation
N0000175406	Renal Arteriolar Vasoconstriction
N0000175390	Renal Arteriolar Vasodilation
N0000009827	Renal Efferent Arterial Vasoconstriction
N0000009828	Renal Efferent Arterial Vasodilation
N0000175408	Renal Efferent Arteriolar Vasoconstriction
N0000175392	Renal Efferent Arteriolar Vasodilation
N0000009829	Renal Endocrine Activity Alteration
N0000009830	Renal Ion Transport Alteration
N0000009831	Renal Organic Ion Transport Alteration
N0000009832	Renal/Urological Activity Alteration
N0000009833	Reproductive System Activity Alteration
N0000009834	Respiratory Arterial Vasoconstriction
N0000009835	Respiratory Arterial Vasodilation
N0000175403	Respiratory Arteriolar Vasoconstriction
N0000175387	Respiratory Arteriolar Vasodilation
N0000009964	Respiratory Mucosal Edema Alteration
N0000009836	Respiratory Secretion Alteration
N0000009837	Respiratory Secretion Viscosity Alteration
N0000009838	Respiratory Smooth Muscle Tone Alteration
N0000009839	Respiratory/Pulmonary Activity Alteration
N0000009840	Reverse Transcription to DNA Alteration
N0000175982	Reversed Anticoagulation Activity
N0000009821	RNA Integrity Alteration
N0000009822	RNA Replication Alteration
N0000009841	Saliva Production Alteration
N0000009842	Salivation Inhibition
