NDF-RT Code	NDF-RT Name
N0000166639	Humic Substances
N0000193088	Huntingtin Protein
N0000182114	Hyalectins
N0000006357	Hyaluronic Acid
N0000006358	Hyaluronoglucosaminidase
N0000167267	Hycanthone
N0000007970	Hydantoins
N0000006385	Hydralazine
N0000179418	Hydralazine Hydrochloride
N0000007972	Hydrazines
N0000166562	Hydrazones
N0000168019	Hydro-Lyases
N0000166202	Hydrobromic Acid
N0000007973	Hydrocarbons
N0000008227	Hydrocarbons, Acyclic
N0000008228	Hydrocarbons, Alicyclic
N0000008229	Hydrocarbons, Aromatic
N0000008230	Hydrocarbons, Brominated
N0000007975	Hydrocarbons, Chlorinated
N0000008280	Hydrocarbons, Cyclic
N0000008231	Hydrocarbons, Fluorinated
N0000007977	Hydrocarbons, Halogenated
N0000008232	Hydrocarbons, Iodinated
N0000006448	Hydrochloric Acid
N0000006452	Hydrochlorothiazide
N0000006456	Hydrocodone
N0000179543	Hydrocodone Bitartrate
N0000006460	Hydrocortisone
N0000179153	hydrocortisone 17-butyrate 21-propionate
N0000179154	hydrocortisone acetate
N0000179568	hydrocortisone cypionate
N0000179155	hydrocortisone valerate
N0000006468	Hydroflumethiazide
N0000006470	Hydrofluoric Acid
N0000171520	Hydrogel
N0000166166	Hydrogen
N0000008281	Hydrogen Cyanide
N0000006490	Hydrogen Peroxide
N0000008233	Hydrogen Sulfide
N0000167945	Hydrogenase
N0000167799	Hydrogensulfite Reductase
N0000179156	hydroiodic acid
N0000007978	Hydrolases
N0000167477	Hydrolyzable Tannins
N0000005957	Hydromorphone
N0000179625	Hydromorphone Hydrochloride
N0000007082	hydroquinone
N0000007980	Hydroquinones
N0000007981	Hydroxamic Acids
N0000007982	Hydroxides
N0000006542	Hydroxocobalamin
N0000007983	Hydroxy Acids
N0000167344	Hydroxyacetylaminofluorene
N0000179438	Hydroxyamphetamine Hydrobromide
N0000166284	Hydroxyapatites
N0000185689	Hydroxybenzoate Ethers
N0000185640	Hydroxybenzoates
N0000167957	Hydroxybutyrate Dehydrogenase
N0000011469	Hydroxybutyrates
N0000006573	Hydroxychloroquine
N0000179552	Hydroxychloroquine Sulfate
N0000007988	Hydroxycholecalciferols
N0000168621	Hydroxycholesterols
N0000011308	Hydroxycorticosteroids
N0000166511	Hydroxydopamines
N0000168585	Hydroxyeicosatetraenoic Acids
N0000167512	Hydroxyestrones
N0000179157	hydroxyethyl methacrylate
N0000189485	Hydroxyethyl Starch Derivatives
N0000167021	Hydroxyethylrutoside
N0000167320	Hydroxyindoleacetic Acid
N0000166219	Hydroxyl Radical
N0000166164	Hydroxylamine
N0000008238	Hydroxylamines
N0000170237	Hydroxylysine
N0000166763	Hydroxymercuribenzoates
N0000168169	Hydroxymethyl and Formyl Transferases
N0000168313	Hydroxymethylbilane Synthase
N0000167954	Hydroxymethylglutaryl CoA Reductases
N0000167956	Hydroxymethylglutaryl-CoA Reductases, NAD-Dependent
N0000168163	Hydroxymethylglutaryl-CoA Synthase
N0000167955	Hydroxymethylglutaryl-CoA-Reductases, NADP-dependent
N0000167183	Hydroxyphenylazouracil
N0000008102	Hydroxyprogesterones
N0000170257	Hydroxyproline
N0000166787	Hydroxypropiophenone
N0000179759	hydroxypropyl guar
N0000179158	hydroxypropylcellulose
N0000167993	Hydroxyprostaglandin Dehydrogenases
N0000167960	Hydroxypyruvate Reductase
N0000007278	Hydroxyquinolines
N0000167979	Hydroxysteroid Dehydrogenases
N0000167431	Hydroxysteroids
N0000167466	Hydroxytestosterones
N0000166952	Hydroxytryptophol
N0000007293	Hydroxyurea
N0000007299	Hydroxyzine
N0000179555	Hydroxyzine Hydrochloride
N0000179629	Hydroxyzine Pamoate
N0000168460	Hygromycin B
N0000167012	Hymecromone
N0000189428	Hyoscyamine
N0000189451	Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels
N0000007498	Hypochlorous Acid
N0000171469	Hypoglycins
N0000011270	Hypothalamic Hormones
N0000166990	Hypoxanthine
N0000168365	Hypoxanthine Phosphoribosyltransferase
N0000008183	Hypoxanthines
N0000169990	Hypoxia-Inducible Factor 1
N0000169991	Hypoxia-Inducible Factor 1, alpha Subunit
N0000189468	Hypoxia-Inducible Factor-Proline Dioxygenases
N0000006616	Hypromellose
N0000191081	Hypromellose Derivatives
N0000171125	I Blood-Group System
N0000170485	I-kappa B Kinase
N0000170521	I-kappa B Proteins
N0000006988	Ibogaine
N0000171427	Ibotenic Acid
N0000010134	ibritumomab tiuxetan
N0000006993	Ibuprofen
N0000005879	ibutilide
N0000178575	Ice
N0000006378	ichthammol
N0000010135	icodextrin
N0000007060	Idarubicin
N0000179457	Idarubicin Hydrochloride
N0000167083	Idazoxan
N0000007031	Idoxuridine
N0000167601	Iduronate Sulfatase
N0000168485	Iduronic Acid
N0000167697	Iduronidase
N0000179797	idursulfase
N0000007045	Ifosfamide
N0000169946	Ikaros Transcription Factor
N0000171024	Iloprost
N0000191939	Imatinib Mesylate
N0000007769	Imidazoles
N0000011314	Imidazolidines
N0000179143	imidazolidinyl urea
N0000178592	Imidazoline Receptors
N0000011304	Imidazolines
N0000008189	Imides
N0000166896	Imidocarb
N0000166622	Imidoesters
N0000006677	imiglucerase
N0000008190	Imines
N0000007771	Imino Acids
N0000168506	Imino Furanoses
N0000168505	Imino Pyranoses
N0000168504	Imino Sugars
N0000006281	Imipenem
N0000007113	Imipramine
N0000179549	Imipramine Hydrochloride
N0000004926	imiquimod
N0000170177	Immediate-Early Proteins
N0000185682	Immobilized Nucleic Acids
N0000178872	Immobilized Proteins
N0000170864	Immune Sera
N0000169365	Immunoconglutinins
N0000169367	Immunoconjugates
N0000171181	Immunodominant Epitopes
N0000169325	Immunoglobulin A
N0000169326	Immunoglobulin A, Secretory
N0000169354	Immunoglobulin Allotypes
N0000169383	Immunoglobulin alpha-Chains
N0000169387	Immunoglobulin Constant Regions
N0000169324	Immunoglobulin D
N0000169384	Immunoglobulin delta-Chains
N0000169327	Immunoglobulin E
N0000169382	Immunoglobulin epsilon-Chains
N0000169389	Immunoglobulin Fab Fragments
N0000169388	Immunoglobulin Fc Fragments
N0000008221	Immunoglobulin Fragments
N0000007757	Immunoglobulin G
N0000169379	Immunoglobulin gamma-Chains
N0000169380	Immunoglobulin Gm Allotypes
N0000169378	Immunoglobulin Heavy Chains
N0000171182	Immunoglobulin Idiotypes
N0000011383	Immunoglobulin Isotypes
N0000169893	Immunoglobulin J Recombination Signal Sequence-Binding Protein
N0000169385	Immunoglobulin J-Chains
N0000169318	Immunoglobulin Joining Region
N0000169375	Immunoglobulin kappa-Chains
N0000169376	Immunoglobulin Km Allotypes
N0000169377	Immunoglobulin lambda-Chains
N0000169374	Immunoglobulin Light Chains
N0000178637	Immunoglobulin Light Chains, Surrogate
N0000169328	Immunoglobulin M
N0000169381	Immunoglobulin mu-Chains
N0000169372	Immunoglobulin Subunits
N0000169317	Immunoglobulin Variable Region
N0000007920	Immunoglobulins
N0000007401	Immunoglobulins, Intravenous
N0000169362	Immunoglobulins, Thyroid-Stimulating
N0000170172	Immunophilins
N0000008223	Immunoproteins
N0000169368	Immunotoxins
N0000167996	IMP Dehydrogenase
N0000167082	Impromidine
N0000007944	Indans
N0000006274	Indapamide
N0000007946	Indazoles
N0000007947	Indenes
N0000166950	Indican
N0000006960	Indigo Carmine
N0000005722	Indinavir
N0000179614	Indinavir Sulfate
N0000166265	Indium
N0000166099	Indium Radioisotopes
N0000006973	Indocyanine Green
N0000011188	Indole Alkaloids
N0000168060	Indole-3-Glycerol-Phosphate Synthase
N0000008051	Indoleacetic Acids
N0000167846	Indoleamine-Pyrrole 2,3,-Dioxygenase
N0000011416	Indolequinones
N0000008052	Indoles
N0000178810	Indolizidines
N0000166932	Indolizines
N0000006990	Indomethacin
N0000166617	Indophenol
N0000166640	Indoprofen
N0000167199	Indoramin
N0000183493	Inducible T-Cell Co-Stimulator Ligand
N0000183550	Inducible T-Cell Co-Stimulator Protein
N0000182123	Inflammasomes
N0000171017	Inflammation Mediators
N0000010531	Infliximab
N0000170909	Influenza Vaccines
N0000170323	Inhibin-beta Subunits
N0000170320	Inhibins
N0000170494	Inhibitor of Apoptosis Proteins
N0000169950	Inhibitor of Differentiation Protein 1
N0000169949	Inhibitor of Differentiation Protein 2
N0000169948	Inhibitor of Differentiation Proteins
N0000171500	Inlay Casting Wax
N0000008257	Inorganic Chemicals
N0000169690	Inorganic Pyrophosphatase
N0000008090	Inosine
N0000170835	Inosine Diphosphate
N0000170836	Inosine Monophosphate
N0000170833	Inosine Nucleotides
N0000170644	Inosine Pranobex
N0000170834	Inosine Triphosphate
N0000007204	Inositol
N0000168540	Inositol 1,4,5-Trisphosphate
N0000175229	Inositol 1,4,5-Trisphosphate Receptors
N0000169015	Inositol Oxygenase
N0000008091	Inositol Phosphates
N0000192952	Inositol Polyphosphate 5-Phosphatases
N0000167486	Insect Hormones
N0000007860	Insect Proteins
N0000004931	Insulin
N0000169346	Insulin Antibodies
N0000179331	Insulin Aspart
N0000191923	Insulin Detemir
N0000179736	Insulin Glargine
N0000179777	insulin glulisine
N0000179468	Insulin Lispro
N0000178843	Insulin Receptor Substrate Proteins
N0000170328	Insulin, Isophane
N0000183455	Insulin, Lente
N0000170327	Insulin, Long-Acting
N0000179760	insulin, protamine zinc, beef-pork
N0000179694	insulin, regular, beef-pork
N0000179707	Insulin, Regular, Human
N0000179667	Insulin, Regular, Pork
N0000183488	Insulin, Short-Acting
N0000183457	Insulin, Ultralente
N0000169564	Insulin-Like Growth Factor Binding Protein 1
N0000169565	Insulin-Like Growth Factor Binding Protein 2
N0000169566	Insulin-Like Growth Factor Binding Protein 3
N0000169567	Insulin-Like Growth Factor Binding Protein 4
N0000169568	Insulin-Like Growth Factor Binding Protein 5
N0000169569	Insulin-Like Growth Factor Binding Protein 6
N0000169563	Insulin-Like Growth Factor Binding Proteins
N0000171000	Insulin-Like Growth Factor I
N0000170999	Insulin-Like Growth Factor II
N0000183505	Insulins
N0000167540	Insulysin
N0000167525	Integrases
N0000169251	Integration Host Factors
N0000168743	Integrin alpha Chains
N0000171303	Integrin alpha1
N0000168872	Integrin alpha1beta1
N0000171281	Integrin alpha2
N0000169181	Integrin alpha2beta1
N0000171301	Integrin alpha3
N0000168873	Integrin alpha3beta1
N0000171285	Integrin alpha4
N0000171340	Integrin alpha4beta1
N0000171291	Integrin alpha5
N0000169187	Integrin alpha5beta1
N0000171262	Integrin alpha6
N0000169180	Integrin alpha6beta1
N0000168758	Integrin alpha6beta4
N0000171277	Integrin alphaV
N0000169186	Integrin alphaVbeta3
N0000171067	Integrin alphaXbeta2
N0000168744	Integrin beta Chains
N0000171315	Integrin beta3
N0000171286	Integrin beta4
N0000182043	Integrin-Binding Sialoprotein
N0000168736	Integrins
N0000171288	Intercellular Adhesion Molecule-1
N0000011384	Intercellular Signaling Peptides and Proteins
N0000006291	interferon alfa-2a
N0000006294	interferon alfa-2b
N0000004938	interferon alfacon-1
N0000191915	Interferon beta-1a
N0000006215	Interferon beta-1b
N0000178924	interferon gamma-1b
N0000170434	Interferon Regulatory Factor-1
N0000170433	Interferon Regulatory Factor-2
N0000170432	Interferon Regulatory Factor-3
N0000170435	Interferon Regulatory Factor-7
N0000170431	Interferon Regulatory Factors
N0000007614	Interferon Type I
N0000006710	Interferon-alpha
N0000007668	Interferon-beta
N0000011343	Interferon-gamma
N0000193105	Interferon-Induced Helicase, IFIH1
N0000170429	Interferon-Stimulated Gene Factor 3
N0000170430	Interferon-Stimulated Gene Factor 3, alpha Subunit
N0000170436	Interferon-Stimulated Gene Factor 3, gamma Subunit
N0000008154	Interferons
N0000175323	Interleukin 1 Receptor Antagonist Protein
N0000175270	Interleukin Receptor Common gamma Subunit
N0000170944	Interleukin-1
N0000175284	Interleukin-1 Receptor Accessory Protein
N0000175179	Interleukin-1 Receptor-Associated Kinases
N0000193078	Interleukin-1 Receptor-Like 1 Protein
N0000170945	Interleukin-10
N0000175293	Interleukin-10 Receptor alpha Subunit
N0000175294	Interleukin-10 Receptor beta Subunit
N0000011421	Interleukin-11
N0000175296	Interleukin-11 Receptor alpha Subunit
N0000170947	Interleukin-12
N0000175290	Interleukin-12 Receptor beta 1 Subunit
N0000175289	Interleukin-12 Receptor beta 2 Subunit
N0000175309	Interleukin-12 Subunit p35
N0000175308	Interleukin-12 Subunit p40
N0000170938	Interleukin-13
N0000175268	Interleukin-13 Receptor alpha1 Subunit
N0000175279	Interleukin-13 Receptor alpha2 Subunit
N0000170936	Interleukin-15
N0000175282	Interleukin-15 Receptor alpha Subunit
N0000170937	Interleukin-16
N0000170941	Interleukin-17
N0000170942	Interleukin-18
N0000175299	Interleukin-18 Receptor alpha Subunit
N0000175298	Interleukin-18 Receptor beta Subunit
N0000175310	Interleukin-1alpha
N0000175311	Interleukin-1beta
N0000011424	Interleukin-2
N0000175275	Interleukin-2 Receptor alpha Subunit
N0000175276	Interleukin-2 Receptor beta Subunit
N0000175272	Interleukin-21 Receptor alpha Subunit
N0000175312	Interleukin-23
N0000175313	Interleukin-23 Subunit p19
N0000189449	Interleukin-27
N0000170943	Interleukin-3
N0000175280	Interleukin-3 Receptor alpha Subunit
N0000191985	Interleukin-33
N0000170950	Interleukin-4
N0000175267	Interleukin-4 Receptor alpha Subunit
N0000170949	Interleukin-5
N0000175274	Interleukin-5 Receptor alpha Subunit
N0000170948	Interleukin-6
N0000175291	Interleukin-6 Receptor alpha Subunit
N0000170946	Interleukin-7
N0000175277	Interleukin-7 Receptor alpha Subunit
N0000171241	Interleukin-8
N0000170940	Interleukin-9
N0000011422	Interleukins
N0000169471	Intermediate Filament Proteins
N0000169793	Intermediate-Conductance Calcium-Activated Potassium Channels
N0000191952	Internal Ribosome Entry Sites
N0000170608	Intracellular Calcium-Sensing Proteins
N0000170424	Intracellular Signaling Peptides and Proteins
N0000168102	Intramolecular Lyases
N0000168083	Intramolecular Oxidoreductases
N0000168114	Intramolecular Transferases
N0000007152	Intrinsic Factor
N0000189477	Intrinsically Disordered Proteins
N0000007167	Inulin
N0000006017	invert sugar
N0000167485	Invertebrate Hormones
N0000006497	iocetamic acid
N0000007778	Iodamide
N0000166190	Iodates
N0000167814	Iodide Peroxidase
N0000007779	Iodides
N0000179159	iodinated glycerol
N0000007196	Iodine
N0000007802	Iodine Compounds
N0000166139	Iodine Isotopes
N0000166140	Iodine Radioisotopes
N0000179692	iodine-131 anti-B1 antibody
N0000007781	Iodipamide
N0000007397	iodixanol
N0000170871	Iodized Oil
N0000166891	Iodoacetamide
N0000166697	Iodoacetates
N0000166696	Iodoacetic Acid
N0000007784	Iodobenzenes
N0000008195	Iodobenzoates
N0000166831	Iodocyanopindolol
N0000007236	Iodohippuric Acid
N0000175091	Iodophors
N0000007786	Iodoproteins
N0000167241	Iodopyracet
N0000007787	Iodopyridones
N0000006663	Iodoquinol
N0000166530	Iofetamine
N0000166656	Ioglycamic Acid
N0000007257	Iohexol
N0000169743	Ion Channels
N0000011438	Ion Pumps
N0000168579	Ionomycin
N0000008197	Ions
N0000007268	Iopamidol
N0000007280	Iopanoic Acid
N0000007282	Iophendylate
N0000006526	iopromide
N0000178925	Iothalamate
N0000007285	Iothalamate Meglumine
N0000166657	Iothalamic Acid
N0000171578	iotrolan
N0000005845	ioversol
N0000178926	Ioxaglate
N0000179356	Ioxaglate Meglumine
N0000179357	Ioxaglate Sodium
N0000007294	Ioxaglic Acid
N0000007371	ioxilan
N0000007300	Ipecac
N0000007305	Ipodate
N0000178980	Ipodate Sodium
N0000007222	Ipratropium
N0000179651	Ipratropium Bromide
N0000166960	Iprindole
N0000167316	Iproniazid
N0000167078	Ipronidazole
N0000007230	irbesartan
N0000166270	Iridium
N0000166105	Iridium Radioisotopes
N0000182047	Iridoid Glucosides
N0000182090	Iridoid Glycosides
N0000167173	Iridoids
N0000006561	irinotecan
N0000006237	Iron
N0000178593	Iron Carbonyl Compounds
N0000008199	Iron Compounds
N0000166107	Iron Isotopes
N0000179713	iron pentacarbonyl
N0000166108	Iron Radioisotopes
N0000169653	Iron Regulatory Protein 1
N0000169651	Iron Regulatory Protein 2
N0000166154	Iron, Dietary
N0000169637	Iron-Binding Proteins
N0000006242	Iron-Dextran Complex
N0000169262	Iron-Regulatory Proteins
N0000169642	Iron-Sulfur Proteins
N0000166951	Isatin
N0000170915	ISCOMs
N0000166482	Isethionic Acid
N0000182046	Islet Amyloid Polypeptide
N0000179160	iso-sulfan blue
N0000167703	Isoamylase
N0000169356	Isoantibodies
N0000171085	Isoantigens
N0000170284	Isoaspartic Acid
N0000178927	Isobutanes
N0000185674	Isobutyrates
N0000006289	Isocarboxazid
N0000170657	Isochores
N0000167951	Isocitrate Dehydrogenase
N0000168046	Isocitrate Lyase
N0000166737	Isocitrates
N0000167010	Isocoumarins
N0000166549	Isocyanates
N0000170260	Isodesmosine
N0000011443	Isoenzymes
N0000006297	Isoetharine
N0000178928	Isoetharine Mesylate
N0000167029	Isoflavones
N0000006307	Isoflurane
N0000006308	Isoflurophate
N0000178808	Isoindoles
N0000006312	Isoleucine
N0000167786	Isoleucine-tRNA Ligase
N0000168528	Isomaltose
N0000168082	Isomerases
N0000006318	Isoniazid
N0000007955	Isonicotinic Acids
N0000007958	Isonipecotic Acids
N0000170650	Isopentenyladenosine
N0000179762	isophane insulin, beef
N0000179764	isophane insulin, beef-pork
N0000179706	Isophane Insulin, Human
N0000179666	isophane insulin, pork
N0000178929	isopropamide iodide
N0000179161	isopropyl myristate
N0000179162	isopropyl palmitate
N0000168472	Isopropyl Thiogalactoside
N0000179516	isopropyl unoprostone
N0000168576	Isoprostanes
N0000006336	Isoproterenol
N0000179419	Isoproterenol Hydrochloride
N0000179420	Isoproterenol Sulfate
N0000007960	Isoquinolines
N0000006345	Isosorbide
N0000006348	Isosorbide Dinitrate
N0000179163	isosorbide-5-mononitrate
N0000166551	Isothiocyanates
N0000166466	Isothiuronium
N0000179164	Isoton
N0000166090	Isotopes
N0000007197	Isotretinoin
N0000167922	Isovaleryl-CoA Dehydrogenase
N0000007968	Isoxazoles
N0000006371	Isoxsuprine
N0000179421	Isoxsuprine Hydrochloride
N0000007262	Isradipine
N0000006753	Itraconazole
N0000006374	Ivermectin
N0000179767	ixabepilone
N0000193037	Jagged-1 Protein
N0000193021	Jagged-2 Protein
N0000175183	Janus Kinase 1
N0000175185	Janus Kinase 2
N0000175186	Janus Kinase 3
N0000175182	Janus Kinases
N0000170912	Japanese Encephalitis Vaccines
N0000170524	JNK Mitogen-Activated Protein Kinases
N0000168421	Josamycin
N0000180249	Jumonji Domain-Containing Histone Demethylases
N0000185663	Junctional Adhesion Molecule A
N0000185664	Junctional Adhesion Molecule B
N0000185665	Junctional Adhesion Molecule C
N0000185704	Junctional Adhesion Molecules
N0000178930	juniper tar
N0000167490	Juvenile Hormones
N0000167020	Kaempferols
N0000167151	Kainic Acid
N0000171055	Kallidin
N0000171485	Kallikreins
N0000007188	Kanamycin
N0000168210	Kanamycin Kinase
N0000179630	Kanamycin Sulfate
N0000007193	Kaolin
N0000007205	Karaya Gum
N0000169676	Karyopherins
N0000171061	Kassinin
N0000178751	KATP Channels
N0000169776	KCNQ Potassium Channels
N0000169778	KCNQ1 Potassium Channel
N0000169779	KCNQ2 Potassium Channel
N0000169777	KCNQ3 Potassium Channel
N0000193030	Kelch-Like ECH-Associated Protein 1
N0000171116	Kell Blood-Group System
N0000168536	Keratan Sulfate
N0000175118	Keratin-1
N0000175127	Keratin-10
N0000175133	Keratin-12
N0000175126	Keratin-13
N0000175132	Keratin-14
N0000175329	Keratin-15
N0000175125	Keratin-16
N0000175131	Keratin-17
N0000175130	Keratin-18
N0000175128	Keratin-19
N0000175119	Keratin-2
N0000175129	Keratin-20
N0000175121	Keratin-3
N0000175120	Keratin-4
N0000175115	Keratin-5
N0000175122	Keratin-6
N0000175123	Keratin-7
N0000175117	Keratin-8
N0000175116	Keratin-9
N0000184312	Keratinocytes
N0000169473	Keratins
N0000175113	Keratins, Hair-Specific
N0000175124	Keratins, Type I
N0000175114	Keratins, Type II
N0000007306	Ketamine
N0000179631	Ketamine Hydrochloride
N0000167209	Ketanserin
N0000008264	Keto Acids
N0000168619	Ketocholesterols
N0000007319	Ketoconazole
N0000167912	Ketoglutarate Dehydrogenase Complex
N0000166732	Ketoglutaric Acids
N0000167950	Ketol-Acid Reductoisomerase
N0000011414	Ketolides
N0000008108	Ketone Bodies
N0000167911	Ketone Oxidoreductases
N0000008109	Ketones
N0000007341	Ketoprofen
N0000166962	Ketorolac
N0000007015	Ketorolac Tromethamine
N0000008111	Ketoses
N0000008266	Ketosteroids
N0000007350	Ketotifen
N0000179004	Ketotifen Fumarate
N0000167253	Khellin
N0000171375	Ki-67 Antigen
N0000171121	Kidd Blood-Group System
N0000178859	Killer Factors, Yeast
N0000169486	Kinesin
N0000166986	Kinetin
N0000171474	Kininogen, High-Molecular-Weight
N0000171473	Kininogen, Low-Molecular-Weight
N0000171472	Kininogens
N0000171053	Kinins
N0000183514	Kisspeptins
N0000168427	Kitasamycin
N0000192014	Kombucha Tea
N0000169940	Kruppel-Like Transcription Factors
N0000166173	Krypton
N0000166095	Krypton Radioisotopes
N0000192955	Ku Autoantigen
N0000170611	Kv Channel-Interacting Proteins
N0000169783	Kv1.1 Potassium Channel
N0000169781	Kv1.2 Potassium Channel
N0000169788	Kv1.3 Potassium Channel
N0000169787	Kv1.4 Potassium Channel
N0000169789	Kv1.5 Potassium Channel
N0000169786	Kv1.6 Potassium Channel
N0000166789	Kynuramine
N0000167315	Kynurenic Acid
N0000170210	Kynurenine
N0000167868	Kynurenine 3-Monooxygenase
N0000167826	L-Amino Acid Oxidase
N0000167894	L-Aminoadipate-Semialdehyde Dehydrogenase
N0000167967	L-Gulonolactone Oxidase
N0000167971	L-Iditol 2-Dehydrogenase
N0000167948	L-Lactate Dehydrogenase
N0000167949	L-Lactate Dehydrogenase (Cytochrome)
N0000168379	L-Lysine 6-Transaminase
N0000171342	L-Selectin
N0000168013	L-Serine Dehydratase
N0000006446	Labetalol
N0000179583	Labetalol Hydrochloride
N0000180193	Lac Repressors
N0000167919	Laccase
N0000179165	lacidipine
N0000179735	lacosamide
N0000006539	Lactalbumin
N0000007642	Lactams
N0000011415	Lactams, Macrocyclic
N0000167698	Lactase
N0000008148	Lactase-Phlorizin Hydrolase
N0000167947	Lactate Dehydrogenases
N0000006568	Lactates
N0000006520	Lactic Acid
N0000169638	Lactoferrin
N0000169510	Lactoglobulins
N0000007646	Lactones
N0000167817	Lactoperoxidase
N0000006601	Lactose
N0000168331	Lactose Synthase
N0000168606	Lactosylceramides
N0000168072	Lactoylglutathione Lyase
N0000006627	Lactulose
N0000169203	Lamin Type A
N0000169202	Lamin Type B
N0000169191	Laminin
N0000169201	Lamins
N0000007380	Lamivudine
N0000005979	lamotrigine
N0000007653	Lanatosides
N0000007295	Lanolin
N0000168617	Lanosterol
N0000179366	lanreotide
N0000006119	Lansoprazole
N0000011410	Lanthanoid Series Elements
N0000011409	Lanthanum
N0000179691	lanthanum carbonate
N0000179782	lapatinib
N0000171346	Large Neutral Amino Acid-Transporter 1
N0000169796	Large-Conductance Calcium-Activated Potassium Channel alpha Subunits
N0000169795	Large-Conductance Calcium-Activated Potassium Channel beta Subunits
N0000169794	Large-Conductance Calcium-Activated Potassium Channels
N0000167128	Lasalocid
N0000007145	latanoprost
N0000175334	Latent TGF-beta Binding Proteins
N0000007394	Latex
N0000168590	Laurates
N0000179515	lauric acid diethanolamide
N0000007823	Lauric Acids
N0000166245	Lawrencium
N0000171162	LDL-Receptor Related Protein-Associated Protein
N0000169501	LDL-Receptor Related Proteins
N0000007826	Lead
N0000007055	lead acetate
N0000179166	lead oxide
N0000166101	Lead Radioisotopes
N0000178577	Lecithins
N0000169158	Lectins
N0000169159	Lectins, C-Type
N0000006451	leflunomide
N0000178842	Left-Right Determination Factors
N0000170151	Leghemoglobin
N0000178730	Leishmaniasis Vaccines
N0000179473	lemon oil
N0000175347	lenalidomide
N0000168532	Lentinan
N0000005006	lepirudin
N0000171178	Lepromin
N0000170333	Leptin
N0000166448	Leptophos
N0000006777	letrozole
N0000006558	Leucine
N0000167840	Leucine Dehydrogenase
N0000168377	Leucine Transaminase
N0000169933	Leucine-Responsive Regulatory Protein
N0000193017	Leucine-Rich Repeat Serine-Threonine Protein Kinase-2
N0000167781	Leucine-tRNA Ligase
N0000167364	Leucogenenol
N0000168426	Leucomycins
N0000007083	Leucovorin
N0000167586	Leucyl Aminopeptidase
N0000175314	Leukemia Inhibitory Factor
N0000175265	Leukemia Inhibitory Factor Receptor alpha Subunit
N0000171388	Leukocidins
N0000167560	Leukocyte Elastase
N0000171080	Leukocyte L1 Antigen Complex
N0000170408	Leukocyte Migration-Inhibitory Factors
N0000171045	Leukotriene A4
N0000171040	Leukotriene B4
N0000171043	Leukotriene C4
N0000171044	Leukotriene D4
N0000171042	Leukotriene E4
N0000171039	Leukotrienes
N0000170310	Leupeptins
N0000007326	Leuprolide
N0000179654	Leuprolide Acetate
N0000179703	Levalbuterol
N0000167305	Levallorphan
N0000006679	Levamisole
N0000007411	Levobunolol
N0000179675	Levobunolol Hydrochloride
N0000010142	levobupivacaine
N0000007391	levocabastine
N0000179773	levocetirizine
N0000006700	Levodopa
N0000179456	Levofloxacin
N0000182085	Levoleucovorin
N0000179426	Levomethadyl Acetate Hydrochloride
N0000007395	Levonorgestrel
N0000178576	Levopropoxyphene
N0000006702	Levorphanol
N0000179553	Levorphanol Tartrate
N0000179290	Levothyroxine Sodium
N0000008003	Levulinic Acids
N0000182057	Lewis Acids
N0000182067	Lewis Bases
N0000171118	Lewis Blood-Group System
N0000006071	Lidocaine
N0000179544	Lidocaine Hydrochloride
N0000167118	Lidoflazine
N0000182068	Ligand-Gated Ion Channels
N0000167746	Ligases
N0000170203	Light-Harvesting Protein Complexes
N0000011369	Lignans
N0000171528	Lignin
N0000183500	LIM Domain Proteins
N0000178644	Lim Kinases
N0000183539	LIM-Homeodomain Proteins
N0000179167	limonene
N0000191076	Limonene Hydroxylases
N0000166343	Limonins
N0000191976	Linagliptin
N0000006123	Lincomycin
N0000179422	Lincomycin Hydrochloride
N0000175442	Lincosamides
N0000005867	Lindane
N0000006027	Linezolid
N0000006866	Linoleic Acid
N0000007596	Linoleic Acids
N0000168578	Linoleic Acids, Conjugated
N0000007597	Linolenic Acids
N0000167865	Linoleoyl-CoA Desaturase
N0000006149	Linseed Oil
N0000166303	Linuron
N0000006171	Lipase
N0000171431	Lipid A
N0000168598	Lipid Bilayers
N0000193164	Lipid Droplet Associated Proteins
N0000168561	Lipid Peroxides
N0000182121	Lipid-Linked Proteins
N0000006185	Lipids
N0000178606	Lipocalin 1
N0000193014	Lipocalin-2
N0000178809	Lipocalins
N0000171220	Lipofuscin
N0000191280	Lipoglycopeptides
N0000175508	Lipopeptides
N0000171430	Lipopolysaccharides
N0000167636	Lipoprotein Lipase
N0000170096	Lipoprotein(a)
N0000170100	Lipoprotein-X
N0000008151	Lipoproteins
N0000170092	Lipoproteins, HDL
N0000175193	Lipoproteins, HDL2
N0000175195	Lipoproteins, HDL3
N0000175192	Lipoproteins, IDL
N0000170098	Lipoproteins, LDL
N0000170094	Lipoproteins, VLDL
N0000179770	liposomal amphotericin B
N0000171564	Liposomes
N0000168573	Lipoxins
N0000169016	Lipoxygenase
N0000182128	Lipoxygenases
N0000191949	Liraglutide
N0000179798	Lisdexamfetamine Dimesylate
N0000006450	Lisinopril
N0000011170	Lissamine Green Dyes
N0000167296	Lisuride
N0000166224	Lithium
N0000006445	Lithium Carbonate
N0000166288	Lithium Chloride
N0000179333	lithium citrate
N0000007941	Lithium Compounds
N0000167447	Lithocholic Acid
N0000169222	Lithostathine
