ATC_CODE,Dataset_source,ATC_Level_1,ATC_Level_2,ATC_Level_3,ATC_Level_4,ATC_Level_5
L04AB01,Corpus_2013,L,L04,L04A,L04AB,L04AB01
L04AB01,DanishDB,L,L04,L04A,L04AB,L04AB01
L04AB01,Drugbank,L,L04,L04A,L04AB,L04AB01
L04AB01,HEP,L,L04,L04A,L04AB,L04AB01
L04AB01,KEGG,L,L04,L04A,L04AB,L04AB01
L04AB01,NDFRT,L,L04,L04A,L04AB,L04AB01
L04AB01,Twosides,L,L04,L04A,L04AB,L04AB01
L04AB02,Corpus_2011,L,L04,L04A,L04AB,L04AB02
L04AB02,Corpus_2013,L,L04,L04A,L04AB,L04AB02
L04AB02,DanishDB,L,L04,L04A,L04AB,L04AB02
L04AB02,Drugbank,L,L04,L04A,L04AB,L04AB02
L04AB02,KEGG,L,L04,L04A,L04AB,L04AB02
L04AB02,NDFRT,L,L04,L04A,L04AB,L04AB02
L04AB02,Twosides,L,L04,L04A,L04AB,L04AB02
L04AB04,Corpus_2011,L,L04,L04A,L04AB,L04AB04
L04AB04,Corpus_2013,L,L04,L04A,L04AB,L04AB04
L04AB04,Drugbank,L,L04,L04A,L04AB,L04AB04
L04AB04,HEP,L,L04,L04A,L04AB,L04AB04
L04AB04,HIV,L,L04,L04A,L04AB,L04AB04
L04AB04,KEGG,L,L04,L04A,L04AB,L04AB04
L04AB04,NDFRT,L,L04,L04A,L04AB,L04AB04
L04AB04,Twosides,L,L04,L04A,L04AB,L04AB04
L04AC03,Corpus_2011,L,L04,L04A,L04AC,L04AC03
L04AC03,Corpus_2013,L,L04,L04A,L04AC,L04AC03
L04AC03,Drugbank,L,L04,L04A,L04AC,L04AC03
L04AC03,NDFRT,L,L04,L04A,L04AC,L04AC03
L04AC03,Twosides,L,L04,L04A,L04AC,L04AC03
M01AB01,Corpus_2011,M,M01,M01A,M01AB,M01AB01
M01AB01,Corpus_2013,M,M01,M01A,M01AB,M01AB01
M01AB01,CredibleMeds,M,M01,M01A,M01AB,M01AB01
M01AB01,Drugbank,M,M01,M01A,M01AB,M01AB01
M01AB01,KEGG,M,M01,M01A,M01AB,M01AB01
M01AB01,NDFRT,M,M01,M01A,M01AB,M01AB01
M01AB01,NLM_corpus,M,M01,M01A,M01AB,M01AB01
M01AB01,ONC_NI,M,M01,M01A,M01AB,M01AB01
M01AB01,PK_corpus,M,M01,M01A,M01AB,M01AB01
M01AB01,Twosides,M,M01,M01A,M01AB,M01AB01
M01AB02,Corpus_2011,M,M01,M01A,M01AB,M01AB02
M01AB02,Corpus_2013,M,M01,M01A,M01AB,M01AB02
M01AB02,CredibleMeds,M,M01,M01A,M01AB,M01AB02
M01AB02,Drugbank,M,M01,M01A,M01AB,M01AB02
M01AB02,KEGG,M,M01,M01A,M01AB,M01AB02
M01AB02,NDFRT,M,M01,M01A,M01AB,M01AB02
M01AB02,ONC_NI,M,M01,M01A,M01AB,M01AB02
M01AB02,Twosides,M,M01,M01A,M01AB,M01AB02
M01AB08,Corpus_2011,M,M01,M01A,M01AB,M01AB08
M01AB08,Corpus_2013,M,M01,M01A,M01AB,M01AB08
M01AB08,CredibleMeds,M,M01,M01A,M01AB,M01AB08
M01AB08,DanishDB,M,M01,M01A,M01AB,M01AB08
M01AB08,Drugbank,M,M01,M01A,M01AB,M01AB08
M01AB08,KEGG,M,M01,M01A,M01AB,M01AB08
M01AB08,NDFRT,M,M01,M01A,M01AB,M01AB08
M01AB08,ONC_NI,M,M01,M01A,M01AB,M01AB08
M01AB08,Twosides,M,M01,M01A,M01AB,M01AB08
M01AB51,Corpus_2011,M,M01,M01A,M01AB,M01AB51
M01AB51,Corpus_2013,M,M01,M01A,M01AB,M01AB51
M01AB51,CredibleMeds,M,M01,M01A,M01AB,M01AB51
M01AB51,Drugbank,M,M01,M01A,M01AB,M01AB51
M01AB51,NLM_corpus,M,M01,M01A,M01AB,M01AB51
M01AB51,ONC_NI,M,M01,M01A,M01AB,M01AB51
M01AB51,PK_corpus,M,M01,M01A,M01AB,M01AB51
M01AE03,Corpus_2011,M,M01,M01A,M01AE,M01AE03
M01AE03,Corpus_2013,M,M01,M01A,M01AE,M01AE03
M01AE03,CredibleMeds,M,M01,M01A,M01AE,M01AE03
M01AE03,Drugbank,M,M01,M01A,M01AE,M01AE03
M01AE03,HEP,M,M01,M01A,M01AE,M01AE03
M01AE03,KEGG,M,M01,M01A,M01AE,M01AE03
M01AE03,NDFRT,M,M01,M01A,M01AE,M01AE03
M01AE03,ONC_NI,M,M01,M01A,M01AE,M01AE03
M01AE03,Twosides,M,M01,M01A,M01AE,M01AE03
M01AE04,Corpus_2011,M,M01,M01A,M01AE,M01AE04
M01AE04,Corpus_2013,M,M01,M01A,M01AE,M01AE04
M01AE04,CredibleMeds,M,M01,M01A,M01AE,M01AE04
M01AE04,Drugbank,M,M01,M01A,M01AE,M01AE04
M01AE04,KEGG,M,M01,M01A,M01AE,M01AE04
M01AE04,NDFRT,M,M01,M01A,M01AE,M01AE04
M01AE04,ONC_NI,M,M01,M01A,M01AE,M01AE04
M01AE04,Twosides,M,M01,M01A,M01AE,M01AE04
M01AE53,Corpus_2011,M,M01,M01A,M01AE,M01AE53
M01AE53,Corpus_2013,M,M01,M01A,M01AE,M01AE53
M01AE53,CredibleMeds,M,M01,M01A,M01AE,M01AE53
M01AE53,Drugbank,M,M01,M01A,M01AE,M01AE53
M01AE53,HEP,M,M01,M01A,M01AE,M01AE53
M01AE53,ONC_NI,M,M01,M01A,M01AE,M01AE53
M01AH02,Corpus_2011,M,M01,M01A,M01AH,M01AH02
M01AH02,Corpus_2013,M,M01,M01A,M01AH,M01AH02
M01AH02,Drugbank,M,M01,M01A,M01AH,M01AH02
M01AH02,KEGG,M,M01,M01A,M01AH,M01AH02
M01AH02,NDFRT,M,M01,M01A,M01AH,M01AH02
M01AH02,ONC_NI,M,M01,M01A,M01AH,M01AH02
M01AH02,Twosides,M,M01,M01A,M01AH,M01AH02
M01AH03,Corpus_2011,M,M01,M01A,M01AH,M01AH03
M01AH03,Corpus_2013,M,M01,M01A,M01AH,M01AH03
M01AH03,Drugbank,M,M01,M01A,M01AH,M01AH03
M01AH03,KEGG,M,M01,M01A,M01AH,M01AH03
M01AH03,NDFRT,M,M01,M01A,M01AH,M01AH03
M01AH03,ONC_NI,M,M01,M01A,M01AH,M01AH03
M01AH03,Twosides,M,M01,M01A,M01AH,M01AH03
M01AX01,Corpus_2011,M,M01,M01A,M01AX,M01AX01
M01AX01,Corpus_2013,M,M01,M01A,M01AX,M01AX01
M01AX01,CredibleMeds,M,M01,M01A,M01AX,M01AX01
M01AX01,DanishDB,M,M01,M01A,M01AX,M01AX01
M01AX01,Drugbank,M,M01,M01A,M01AX,M01AX01
M01AX01,KEGG,M,M01,M01A,M01AX,M01AX01
M01AX01,NDFRT,M,M01,M01A,M01AX,M01AX01
M01AX01,ONC_NI,M,M01,M01A,M01AX,M01AX01
M01AX01,Twosides,M,M01,M01A,M01AX,M01AX01
M01BA01,Corpus_2011,M,M01,M01B,M01BA,M01BA01
M01BA01,Corpus_2013,M,M01,M01B,M01BA,M01BA01
M01BA01,Drugbank,M,M01,M01B,M01BA,M01BA01
M01BA03,Corpus_2011,M,M01,M01B,M01BA,M01BA03
M01BA03,Corpus_2013,M,M01,M01B,M01BA,M01BA03
M01BA03,Drugbank,M,M01,M01B,M01BA,M01BA03
M01BA03,NLM_corpus,M,M01,M01B,M01BA,M01BA03
M01BA03,ONC_NI,M,M01,M01B,M01BA,M01BA03
M01CB03,Corpus_2011,M,M01,M01C,M01CB,M01CB03
M01CB03,Corpus_2013,M,M01,M01C,M01CB,M01CB03
M01CB03,Drugbank,M,M01,M01C,M01CB,M01CB03
M01CB03,KEGG,M,M01,M01C,M01CB,M01CB03
M01CB03,Twosides,M,M01,M01C,M01CB,M01CB03
M01CC01,Corpus_2011,M,M01,M01C,M01CC,M01CC01
M01CC01,Corpus_2013,M,M01,M01C,M01CC,M01CC01
M01CC01,Drugbank,M,M01,M01C,M01CC,M01CC01
M01CC01,HEP,M,M01,M01C,M01CC,M01CC01
M01CC01,HIV,M,M01,M01C,M01CC,M01CC01
M01CC01,KEGG,M,M01,M01C,M01CC,M01CC01
M01CC01,NDFRT,M,M01,M01C,M01CC,M01CC01
M01CC01,Twosides,M,M01,M01C,M01CC,M01CC01
M01AA01,Corpus_2011,M,M01,M01A,M01AA,M01AA01
M01AA01,Corpus_2013,M,M01,M01A,M01AA,M01AA01
M01AA01,DanishDB,M,M01,M01A,M01AA,M01AA01
M01AA01,Drugbank,M,M01,M01A,M01AA,M01AA01
M01AA01,KEGG,M,M01,M01A,M01AA,M01AA01
M01AA01,NDFRT,M,M01,M01A,M01AA,M01AA01
M01AA01,Twosides,M,M01,M01A,M01AA,M01AA01
M01AA03,Corpus_2011,M,M01,M01A,M01AA,M01AA03
M01AA03,Corpus_2013,M,M01,M01A,M01AA,M01AA03
M01AA03,Drugbank,M,M01,M01A,M01AA,M01AA03
M01AA03,KEGG,M,M01,M01A,M01AA,M01AA03
M01AA03,NDFRT,M,M01,M01A,M01AA,M01AA03
M02AA01,Corpus_2011,M,M02,M02A,M02AA,M02AA01
M02AA01,Corpus_2013,M,M02,M02A,M02AA,M02AA01
M02AA01,Drugbank,M,M02,M02A,M02AA,M02AA01
M02AA01,KEGG,M,M02,M02A,M02AA,M02AA01
M02AA01,NDFRT,M,M02,M02A,M02AA,M02AA01
M02AA01,Twosides,M,M02,M02A,M02AA,M02AA01
M02AA04,Corpus_2011,M,M02,M02A,M02AA,M02AA04
M02AA04,Corpus_2013,M,M02,M02A,M02AA,M02AA04
M02AA04,Drugbank,M,M02,M02A,M02AA,M02AA04
M02AA04,KEGG,M,M02,M02A,M02AA,M02AA04
M02AA04,NDFRT,M,M02,M02A,M02AA,M02AA04
M02AA10,Corpus_2011,M,M02,M02A,M02AA,M02AA10
M02AA10,Corpus_2013,M,M02,M02A,M02AA,M02AA10
M02AA10,CredibleMeds,M,M02,M02A,M02AA,M02AA10
M02AA10,Drugbank,M,M02,M02A,M02AA,M02AA10
M02AA10,HEP,M,M02,M02A,M02AA,M02AA10
M02AA10,KEGG,M,M02,M02A,M02AA,M02AA10
M02AA10,NDFRT,M,M02,M02A,M02AA,M02AA10
M02AA10,ONC_NI,M,M02,M02A,M02AA,M02AA10
M02AA10,Twosides,M,M02,M02A,M02AA,M02AA10
M02AA23,Corpus_2011,M,M02,M02A,M02AA,M02AA23
M02AA23,Corpus_2013,M,M02,M02A,M02AA,M02AA23
M02AA23,CredibleMeds,M,M02,M02A,M02AA,M02AA23
M02AA23,Drugbank,M,M02,M02A,M02AA,M02AA23
M02AA23,HEP,M,M02,M02A,M02AA,M02AA23
M02AA23,KEGG,M,M02,M02A,M02AA,M02AA23
M02AA23,NDFRT,M,M02,M02A,M02AA,M02AA23
M02AA23,NLM_corpus,M,M02,M02A,M02AA,M02AA23
M02AA23,ONC_NI,M,M02,M02A,M02AA,M02AA23
M02AA23,PK_corpus,M,M02,M02A,M02AA,M02AA23
M02AA23,Twosides,M,M02,M02A,M02AA,M02AA23
M03AB01,Corpus_2011,M,M03,M03A,M03AB,M03AB01
M03AB01,Corpus_2013,M,M03,M03A,M03AB,M03AB01
M03AB01,DanishDB,M,M03,M03A,M03AB,M03AB01
M03AB01,Drugbank,M,M03,M03A,M03AB,M03AB01
M03AB01,HIV,M,M03,M03A,M03AB,M03AB01
M03AB01,KEGG,M,M03,M03A,M03AB,M03AB01
M03AB01,NDFRT,M,M03,M03A,M03AB,M03AB01
M03AB01,NLM_corpus,M,M03,M03A,M03AB,M03AB01
M03AB01,Twosides,M,M03,M03A,M03AB,M03AB01
M03AC03,Corpus_2011,M,M03,M03A,M03AC,M03AC03
M03AC03,Corpus_2013,M,M03,M03A,M03AC,M03AC03
M03AC03,Drugbank,M,M03,M03A,M03AC,M03AC03
M03AC03,HIV,M,M03,M03A,M03AC,M03AC03
M03AC03,KEGG,M,M03,M03A,M03AC,M03AC03
M03AC03,NDFRT,M,M03,M03A,M03AC,M03AC03
M03AC03,NLM_corpus,M,M03,M03A,M03AC,M03AC03
M03AC03,Twosides,M,M03,M03A,M03AC,M03AC03
M03AC11,Corpus_2011,M,M03,M03A,M03AC,M03AC11
M03AC11,Corpus_2013,M,M03,M03A,M03AC,M03AC11
M03AC11,DanishDB,M,M03,M03A,M03AC,M03AC11
M03AC11,Drugbank,M,M03,M03A,M03AC,M03AC11
M03AC11,HEP,M,M03,M03A,M03AC,M03AC11
M03AC11,HIV,M,M03,M03A,M03AC,M03AC11
M03AC11,KEGG,M,M03,M03A,M03AC,M03AC11
M03AC11,Twosides,M,M03,M03A,M03AC,M03AC11
M03BC01,Corpus_2011,M,M03,M03B,M03BC,M03BC01
M03BC01,Corpus_2013,M,M03,M03B,M03BC,M03BC01
M03BC01,Drugbank,M,M03,M03B,M03BC,M03BC01
M03BC01,HEP,M,M03,M03B,M03BC,M03BC01
M03BC01,KEGG,M,M03,M03B,M03BC,M03BC01
M03BC51,Corpus_2011,M,M03,M03B,M03BC,M03BC51
M03BC51,Corpus_2013,M,M03,M03B,M03BC,M03BC51
M03BC51,Drugbank,M,M03,M03B,M03BC,M03BC51
M03BC51,HEP,M,M03,M03B,M03BC,M03BC51
M03BX08,Corpus_2011,M,M03,M03B,M03BX,M03BX08
M03BX08,Corpus_2013,M,M03,M03B,M03BX,M03BX08
M03BX08,Drugbank,M,M03,M03B,M03BX,M03BX08
M03BX08,HEP,M,M03,M03B,M03BX,M03BX08
M03BX08,KEGG,M,M03,M03B,M03BX,M03BX08
M03BX08,NDFRT,M,M03,M03B,M03BX,M03BX08
M03BX08,Twosides,M,M03,M03B,M03BX,M03BX08
M03CA01,Corpus_2011,M,M03,M03C,M03CA,M03CA01
M03CA01,Corpus_2013,M,M03,M03C,M03CA,M03CA01
M03CA01,DanishDB,M,M03,M03C,M03CA,M03CA01
M03CA01,Drugbank,M,M03,M03C,M03CA,M03CA01
M03CA01,KEGG,M,M03,M03C,M03CA,M03CA01
M03CA01,Twosides,M,M03,M03C,M03CA,M03CA01
M03AA02,Corpus_2011,M,M03,M03A,M03AA,M03AA02
M03AA02,Corpus_2013,M,M03,M03A,M03AA,M03AA02
M03AA02,Drugbank,M,M03,M03A,M03AA,M03AA02
M03AA02,KEGG,M,M03,M03A,M03AA,M03AA02
M03AA02,NDFRT,M,M03,M03A,M03AA,M03AA02
M03AA02,NLM_corpus,M,M03,M03A,M03AA,M03AA02
M04AB01,Corpus_2011,M,M04,M04A,M04AB,M04AB01
M04AB01,Corpus_2013,M,M04,M04A,M04AB,M04AB01
M04AB01,DanishDB,M,M04,M04A,M04AB,M04AB01
M04AB01,Drugbank,M,M04,M04A,M04AB,M04AB01
M04AB01,HIV,M,M04,M04A,M04AB,M04AB01
M04AB01,KEGG,M,M04,M04A,M04AB,M04AB01
M04AB01,NDFRT,M,M04,M04A,M04AB,M04AB01
M04AB01,NLM_corpus,M,M04,M04A,M04AB,M04AB01
M04AB01,PK_corpus,M,M04,M04A,M04AB,M04AB01
M04AB01,Twosides,M,M04,M04A,M04AB,M04AB01
M04AB02,Corpus_2011,M,M04,M04A,M04AB,M04AB02
M04AB02,Corpus_2013,M,M04,M04A,M04AB,M04AB02
M04AB02,Drugbank,M,M04,M04A,M04AB,M04AB02
M04AB02,KEGG,M,M04,M04A,M04AB,M04AB02
M04AB02,NDFRT,M,M04,M04A,M04AB,M04AB02
M04AB02,NLM_corpus,M,M04,M04A,M04AB,M04AB02
M04AB02,PK_corpus,M,M04,M04A,M04AB,M04AB02
M05BA01,Corpus_2011,M,M05,M05B,M05BA,M05BA01
M05BA01,Corpus_2013,M,M05,M05B,M05BA,M05BA01
M05BA01,CredibleMeds,M,M05,M05B,M05BA,M05BA01
M05BA01,Drugbank,M,M05,M05B,M05BA,M05BA01
M05BA01,KEGG,M,M05,M05B,M05BA,M05BA01
M09AA72,Corpus_2011,M,M09,M09A,M09AA,M09AA72
M09AA72,Corpus_2013,M,M09,M09A,M09AA,M09AA72
M09AA72,Drugbank,M,M09,M09A,M09AA,M09AA72
M09AA72,HEP,M,M09,M09A,M09AA,M09AA72
M09AA72,HIV,M,M09,M09A,M09AA,M09AA72
N01AB01,Corpus_2011,N,N01,N01A,N01AB,N01AB01
N01AB01,Corpus_2013,N,N01,N01A,N01AB,N01AB01
N01AB01,Drugbank,N,N01,N01A,N01AB,N01AB01
N01AB01,HIV,N,N01,N01A,N01AB,N01AB01
N01AB01,KEGG,N,N01,N01A,N01AB,N01AB01
N01AB01,NDFRT,N,N01,N01A,N01AB,N01AB01
N01AB01,NLM_corpus,N,N01,N01A,N01AB,N01AB01
N01AB01,Twosides,N,N01,N01A,N01AB,N01AB01
N01AB04,Corpus_2011,N,N01,N01A,N01AB,N01AB04
N01AB04,Corpus_2013,N,N01,N01A,N01AB,N01AB04
N01AB04,Drugbank,N,N01,N01A,N01AB,N01AB04
N01AB04,HIV,N,N01,N01A,N01AB,N01AB04
N01AB04,KEGG,N,N01,N01A,N01AB,N01AB04
N01AB04,NDFRT,N,N01,N01A,N01AB,N01AB04
N01AB04,Twosides,N,N01,N01A,N01AB,N01AB04
N01AB06,Corpus_2011,N,N01,N01A,N01AB,N01AB06
N01AB06,Corpus_2013,N,N01,N01A,N01AB,N01AB06
N01AB06,DanishDB,N,N01,N01A,N01AB,N01AB06
N01AB06,Drugbank,N,N01,N01A,N01AB,N01AB06
N01AB06,HEP,N,N01,N01A,N01AB,N01AB06
N01AB06,HIV,N,N01,N01A,N01AB,N01AB06
N01AB06,KEGG,N,N01,N01A,N01AB,N01AB06
N01AB06,NDFRT,N,N01,N01A,N01AB,N01AB06
N01AB06,Twosides,N,N01,N01A,N01AB,N01AB06
N01AF02,Corpus_2011,N,N01,N01A,N01AF,N01AF02
N01AF02,Corpus_2013,N,N01,N01A,N01AF,N01AF02
N01AF02,Drugbank,N,N01,N01A,N01AF,N01AF02
N01AF02,KEGG,N,N01,N01A,N01AF,N01AF02
N01AF02,NDFRT,N,N01,N01A,N01AF,N01AF02
N01AX03,Corpus_2011,N,N01,N01A,N01AX,N01AX03
N01AX03,Corpus_2013,N,N01,N01A,N01AX,N01AX03
N01AX03,Drugbank,N,N01,N01A,N01AX,N01AX03
N01AX03,HEP,N,N01,N01A,N01AX,N01AX03
N01AX03,HIV,N,N01,N01A,N01AX,N01AX03
N01AX03,KEGG,N,N01,N01A,N01AX,N01AX03
N01AX03,NDFRT,N,N01,N01A,N01AX,N01AX03
N01AX03,Twosides,N,N01,N01A,N01AX,N01AX03
N01BB10,Corpus_2011,N,N01,N01B,N01BB,N01BB10
N01BB10,Corpus_2013,N,N01,N01B,N01BB,N01BB10
N01BB10,Drugbank,N,N01,N01B,N01BB,N01BB10
N01BB10,KEGG,N,N01,N01B,N01BB,N01BB10
N01BB10,Twosides,N,N01,N01B,N01BB,N01BB10
N01BB52,Corpus_2011,N,N01,N01B,N01BB,N01BB52
N01BB52,Corpus_2013,N,N01,N01B,N01BB,N01BB52
N01BB52,DanishDB,N,N01,N01B,N01BB,N01BB52
N01BB52,Drugbank,N,N01,N01B,N01BB,N01BB52
N01BB52,KEGG,N,N01,N01B,N01BB,N01BB52
N01BB52,NLM_corpus,N,N01,N01B,N01BB,N01BB52
N01BB52,PK_corpus,N,N01,N01B,N01BB,N01BB52
N01BC01,Corpus_2011,N,N01,N01B,N01BC,N01BC01
N01BC01,Corpus_2013,N,N01,N01B,N01BC,N01BC01
N01BC01,Drugbank,N,N01,N01B,N01BC,N01BC01
N01BC01,HEP,N,N01,N01B,N01BC,N01BC01
N01BC01,HIV,N,N01,N01B,N01BC,N01BC01
N01BC01,KEGG,N,N01,N01B,N01BC,N01BC01
N01BC01,NDFRT,N,N01,N01B,N01BC,N01BC01
N01BC01,ONC_HIGH,N,N01,N01B,N01BC,N01BC01
N01BC01,Twosides,N,N01,N01B,N01BC,N01BC01
N02AB52,Corpus_2011,N,N02,N02A,N02AB,N02AB52
N02AB52,Corpus_2013,N,N02,N02A,N02AB,N02AB52
N02AB52,Drugbank,N,N02,N02A,N02AB,N02AB52
N02AB52,KEGG,N,N02,N02A,N02AB,N02AB52
N02AB52,ONC_HIGH,N,N02,N02A,N02AB,N02AB52
N02AB52,PK_corpus,N,N02,N02A,N02AB,N02AB52
N02AB72,Corpus_2011,N,N02,N02A,N02AB,N02AB72
N02AB72,Corpus_2013,N,N02,N02A,N02AB,N02AB72
N02AB72,Drugbank,N,N02,N02A,N02AB,N02AB72
N02AB72,ONC_HIGH,N,N02,N02A,N02AB,N02AB72
N02AB72,PK_corpus,N,N02,N02A,N02AB,N02AB72
N02AF01,Corpus_2011,N,N02,N02A,N02AF,N02AF01
N02AF01,Corpus_2013,N,N02,N02A,N02AF,N02AF01
N02AF01,Drugbank,N,N02,N02A,N02AF,N02AF01
N02AF01,KEGG,N,N02,N02A,N02AF,N02AF01
N02AF01,NDFRT,N,N02,N02A,N02AF,N02AF01
N02AF01,Twosides,N,N02,N02A,N02AF,N02AF01
N02AG03,Corpus_2011,N,N02,N02A,N02AG,N02AG03
N02AG03,Corpus_2013,N,N02,N02A,N02AG,N02AG03
N02AG03,Drugbank,N,N02,N02A,N02AG,N02AG03
N02AG03,ONC_HIGH,N,N02,N02A,N02AG,N02AG03
N02AG03,PK_corpus,N,N02,N02A,N02AG,N02AG03
N02BA01,Corpus_2011,N,N02,N02B,N02BA,N02BA01
N02BA01,Corpus_2013,N,N02,N02B,N02BA,N02BA01
N02BA01,DanishDB,N,N02,N02B,N02BA,N02BA01
N02BA01,Drugbank,N,N02,N02B,N02BA,N02BA01
N02BA01,HIV,N,N02,N02B,N02BA,N02BA01
N02BA01,KEGG,N,N02,N02B,N02BA,N02BA01
N02BA01,NDFRT,N,N02,N02B,N02BA,N02BA01
N02BA01,NLM_corpus,N,N02,N02B,N02BA,N02BA01
N02BA01,ONC_NI,N,N02,N02B,N02BA,N02BA01
N02BA01,Twosides,N,N02,N02B,N02BA,N02BA01
N02BA04,Corpus_2011,N,N02,N02B,N02BA,N02BA04
N02BA04,Corpus_2013,N,N02,N02B,N02BA,N02BA04
N02BA04,Drugbank,N,N02,N02B,N02BA,N02BA04
N02BA04,KEGG,N,N02,N02B,N02BA,N02BA04
N02BA04,NDFRT,N,N02,N02B,N02BA,N02BA04
N02BA04,NLM_corpus,N,N02,N02B,N02BA,N02BA04
N02BA11,Corpus_2011,N,N02,N02B,N02BA,N02BA11
N02BA11,Corpus_2013,N,N02,N02B,N02BA,N02BA11
N02BA11,CredibleMeds,N,N02,N02B,N02BA,N02BA11
N02BA11,Drugbank,N,N02,N02B,N02BA,N02BA11
N02BA11,HEP,N,N02,N02B,N02BA,N02BA11
N02BA11,KEGG,N,N02,N02B,N02BA,N02BA11
N02BA11,NDFRT,N,N02,N02B,N02BA,N02BA11
N02BA11,ONC_NI,N,N02,N02B,N02BA,N02BA11
N02BA11,Twosides,N,N02,N02B,N02BA,N02BA11
N02BA12,Corpus_2011,N,N02,N02B,N02BA,N02BA12
N02BA12,Corpus_2013,N,N02,N02B,N02BA,N02BA12
N02BA12,Drugbank,N,N02,N02B,N02BA,N02BA12
N02BA12,NLM_corpus,N,N02,N02B,N02BA,N02BA12
N02BA51,Corpus_2011,N,N02,N02B,N02BA,N02BA51
N02BA51,Corpus_2013,N,N02,N02B,N02BA,N02BA51
N02BA51,DanishDB,N,N02,N02B,N02BA,N02BA51
N02BA51,Drugbank,N,N02,N02B,N02BA,N02BA51
N02BA51,KEGG,N,N02,N02B,N02BA,N02BA51
N02BA51,NLM_corpus,N,N02,N02B,N02BA,N02BA51
N02BA51,ONC_NI,N,N02,N02B,N02BA,N02BA51
N02BA71,Corpus_2011,N,N02,N02B,N02BA,N02BA71
N02BA71,Corpus_2013,N,N02,N02B,N02BA,N02BA71
N02BA71,Drugbank,N,N02,N02B,N02BA,N02BA71
N02BA71,NLM_corpus,N,N02,N02B,N02BA,N02BA71
N02BA71,ONC_NI,N,N02,N02B,N02BA,N02BA71
N02BB01,Corpus_2011,N,N02,N02B,N02BB,N02BB01
N02BB01,Corpus_2013,N,N02,N02B,N02BB,N02BB01
N02BB01,Drugbank,N,N02,N02B,N02BB,N02BB01
N02BB01,KEGG,N,N02,N02B,N02BB,N02BB01
N02BB01,PK_corpus,N,N02,N02B,N02BB,N02BB01
N02BB01,Twosides,N,N02,N02B,N02BB,N02BB01
N02BB51,Corpus_2011,N,N02,N02B,N02BB,N02BB51
N02BB51,Corpus_2013,N,N02,N02B,N02BB,N02BB51
N02BB51,Drugbank,N,N02,N02B,N02BB,N02BB51
N02BB51,PK_corpus,N,N02,N02B,N02BB,N02BB51
N02BB71,Corpus_2011,N,N02,N02B,N02BB,N02BB71
N02BB71,Corpus_2013,N,N02,N02B,N02BB,N02BB71
N02BB71,Drugbank,N,N02,N02B,N02BB,N02BB71
N02BB71,PK_corpus,N,N02,N02B,N02BB,N02BB71
N02BE51,Corpus_2011,N,N02,N02B,N02BE,N02BE51
N02BE51,Corpus_2013,N,N02,N02B,N02BE,N02BE51
N02BE51,DanishDB,N,N02,N02B,N02BE,N02BE51
N02BE51,Drugbank,N,N02,N02B,N02BE,N02BE51
N02BE51,KEGG,N,N02,N02B,N02BE,N02BE51
N02BE51,ONC_NI,N,N02,N02B,N02BE,N02BE51
N02BE51,PK_corpus,N,N02,N02B,N02BE,N02BE51
N02BE71,Corpus_2011,N,N02,N02B,N02BE,N02BE71
N02BE71,Corpus_2013,N,N02,N02B,N02BE,N02BE71
N02BE71,Drugbank,N,N02,N02B,N02BE,N02BE71
N02BE71,ONC_NI,N,N02,N02B,N02BE,N02BE71
N02BE71,PK_corpus,N,N02,N02B,N02BE,N02BE71
N02BG09,Corpus_2011,N,N02,N02B,N02BG,N02BG09
N02BG09,Corpus_2013,N,N02,N02B,N02BG,N02BG09
N02BG09,Drugbank,N,N02,N02B,N02BG,N02BG09
N02BG09,KEGG,N,N02,N02B,N02BG,N02BG09
N02BG09,NDFRT,N,N02,N02B,N02BG,N02BG09
N02BG09,NLM_corpus,N,N02,N02B,N02BG,N02BG09
N02CA01,Corpus_2011,N,N02,N02C,N02CA,N02CA01
N02CA01,Corpus_2013,N,N02,N02C,N02CA,N02CA01
N02CA01,Drugbank,N,N02,N02C,N02CA,N02CA01
N02CA01,HEP,N,N02,N02C,N02CA,N02CA01
N02CA01,HIV,N,N02,N02C,N02CA,N02CA01
N02CA01,KEGG,N,N02,N02C,N02CA,N02CA01
N02CA01,ONC_HIGH,N,N02,N02C,N02CA,N02CA01
N02CA01,Twosides,N,N02,N02C,N02CA,N02CA01
N02CA02,Corpus_2011,N,N02,N02C,N02CA,N02CA02
N02CA02,Corpus_2013,N,N02,N02C,N02CA,N02CA02
N02CA02,Drugbank,N,N02,N02C,N02CA,N02CA02
N02CA02,HEP,N,N02,N02C,N02CA,N02CA02
N02CA02,HIV,N,N02,N02C,N02CA,N02CA02
N02CA02,KEGG,N,N02,N02C,N02CA,N02CA02
N02CA02,ONC_HIGH,N,N02,N02C,N02CA,N02CA02
N02CA02,Twosides,N,N02,N02C,N02CA,N02CA02
N02CA51,Corpus_2011,N,N02,N02C,N02CA,N02CA51
N02CA51,Corpus_2013,N,N02,N02C,N02CA,N02CA51
N02CA51,Drugbank,N,N02,N02C,N02CA,N02CA51
N02CA51,HEP,N,N02,N02C,N02CA,N02CA51
N02CA51,HIV,N,N02,N02C,N02CA,N02CA51
N02CA51,ONC_HIGH,N,N02,N02C,N02CA,N02CA51
N02CA52,Corpus_2011,N,N02,N02C,N02CA,N02CA52
N02CA52,Corpus_2013,N,N02,N02C,N02CA,N02CA52
N02CA52,DanishDB,N,N02,N02C,N02CA,N02CA52
